SYMBOL,GID,GENENAME
LOC104829703,104829703,scale keratin-like
LOC104829704,104829704,LOW QUALITY PROTEIN: scale keratin-like
RUSC2,104829763,iporin
LOC104829778,104829778,phospholipid-transporting ATPase ID-like
UNC13B,104829764,protein unc-13 homolog B
LOC104829765,104829765,uncharacterized LOC104829765
FAM214B,104829766,protein FAM214B isoform X1
STOML2,104829767,"stomatin-like protein 2, mitochondrial isoform X1"
PIGO,104829769,GPI ethanolamine phosphate transferase 3 isoform X1
VCP,104829768,transitional endoplasmic reticulum ATPase
DNAJB5,104829770,dnaJ homolog subfamily B member 5
KIAA1045,104829779,protein KIAA1045 homolog
CCL21,104829771,C-C motif chemokine 21
CCL19,104829780,C-C motif chemokine 19
IL11RA,104829781,interleukin-11 receptor subunit alpha
CNTFR,104829772,ciliary neurotrophic factor receptor subunit alpha isoform X1
GALT,104829782,galactose-1-phosphate uridylyltransferase
SIGMAR1,104829784,sigma non-opioid intracellular receptor 1
ARID3C,104829785,AT-rich interactive domain-containing protein 3C
DCTN3,104829773,dynactin subunit 3
RPP25L,104829774,ribonuclease P protein subunit p25-like protein
ENHO,104829775,adropin
DNAI1,104829786,"dynein intermediate chain 1, axonemal"
FAM219A,104829787,protein FAM219A
LOC104829776,104829776,spermatid-specific manchette-related protein 1
KIAA1161,104829777,uncharacterized family 31 glucosidase KIAA1161 homolog
LOC104829788,104829788,LOW QUALITY PROTEIN: coronin-1B-like
TRNAK-UUU,104798236,tRNA-Lys
GPR152,104829845,probable G-protein coupled receptor 152
OSBP,104829846,oxysterol-binding protein 1
LOC104829847,104829847,calcium-binding protein 4-like
PATL1,104829789,protein PAT1 homolog 1
STX3,104829790,syntaxin-3 isoform X1
MRPL16,104829791,"39S ribosomal protein L16, mitochondrial"
GIF,104829848,gastric intrinsic factor
MS4A15,104829849,membrane-spanning 4-domains subfamily A member 15
CCDC86,104829792,coiled-coil domain-containing protein 86
BAAT,104829793,bile acid-CoA:amino acid N-acyltransferase
ZP1,104829850,zona pellucida sperm-binding protein 1
PRPF19,104829795,pre-mRNA-processing factor 19
TMEM109,104829796,transmembrane protein 109
TMEM132A,104829852,transmembrane protein 132A
SLC15A3,104829853,solute carrier family 15 member 3
CD6,104829854,T-cell differentiation antigen CD6
CD5,104829855,T-cell surface glycoprotein CD5
VPS37C,104829797,LOW QUALITY PROTEIN: vacuolar protein sorting-associated protein 37C
PGA5,104829798,pepsin A-5
VWCE,104829856,von Willebrand factor C and EGF domain-containing protein
DDB1,104829799,DNA damage-binding protein 1 isoform X1
DAK,104829857,bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing)
CPSF7,104829859,cleavage and polyadenylation specificity factor subunit 7
LOC104829802,104829802,cytochrome b ascorbate-dependent protein 3 isoform X1
TMEM138,104829801,transmembrane protein 138
TMEM216,104829858,transmembrane protein 216
SDHAF2,104829800,"succinate dehydrogenase assembly factor 2, mitochondrial"
LRRC10B,104829860,leucine-rich repeat-containing protein 10B
SYT7,104829861,synaptotagmin-7
DAGLA,104829803,sn1-specific diacylglycerol lipase alpha isoform X1
MYRF,104829804,myelin regulatory factor isoform X1
TMEM258,104829805,transmembrane protein 258
FEN1,104829806,flap endonuclease 1
LOC104829862,104829862,olfactory receptor 1052-like
LOC104829863,104829863,olfactory receptor 8I2-like
LOC104829864,104829864,olfactory receptor 1086-like
LOC104829807,104829807,olfactory receptor 1052-like
LOC104829865,104829865,olfactory receptor 1020-like
LOC104829866,104829866,olfactory receptor 1020-like
LOC104829844,104829844,olfactory receptor 1102-like
LOC104829808,104829808,olfactory receptor 1019-like
LOC104829867,104829867,LOW QUALITY PROTEIN: olfactory receptor 1013-like
LOC104829809,104829809,olfactory receptor 1019-like
LOC104829868,104829868,olfactory receptor 1052-like
LOC104829810,104829810,olfactory receptor 5G3-like
TBX10,104829870,T-box transcription factor TBX10
TCIRG1,104829811,V-type proton ATPase 116 kDa subunit a isoform 3
NDUFS8,104829812,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial"
LOC104829813,104829813,aldehyde dehydrogenase family 3 member B1-like isoform X1
LOC104829871,104829871,aldehyde dehydrogenase family 3 member B1-like
UNC93B1,104829814,protein unc-93 homolog B1 isoform X1
MAX,104829816,protein max isoform X1
LOC104829872,104829872,protein farnesyltransferase subunit beta-like
GPX2,104829815,LOW QUALITY PROTEIN: glutathione peroxidase 2
SPTB,104829818,"spectrin beta chain, erythrocytic isoform X1"
PLEKHG3,104829873,pleckstrin homology domain-containing family G member 3
NUP160,104829819,nuclear pore complex protein Nup160 isoform X1
FNBP4,104829874,formin-binding protein 4
AGBL2,104829875,cytosolic carboxypeptidase 2
NUDT8,104829876,"nucleoside diphosphate-linked moiety X motif 8, mitochondrial"
NDUFV1,104829821,"NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial"
CABP2,104829820,calcium-binding protein 2
PITPNM1,104829822,membrane-associated phosphatidylinositol transfer protein 1 isoform X1
AIP,104829877,AH receptor-interacting protein
LOC104829878,104829878,scavenger receptor cysteine-rich type 1 protein M130-like
LOC104829879,104829879,"LOW QUALITY PROTEIN: NACHT, LRR and PYD domains-containing protein 12-like"
CEND1,104829823,cell cycle exit and neuronal differentiation protein 1
PDDC1,104829824,Parkinson disease 7 domain-containing protein 1 isoform X1
TALDO1,104829825,transaldolase
EPS8L2,104829826,epidermal growth factor receptor kinase substrate 8-like protein 2 isoform X1
TMEM80,104829827,transmembrane protein 80
DEAF1,104829828,deformed epidermal autoregulatory factor 1 homolog
DRD4,104829829,D(4) dopamine receptor
LOC104829881,104829881,uncharacterized protein LOC104829881
CDHR5,104829882,cadherin-related family member 5
BUB1B,104829883,mitotic checkpoint serine/threonine-protein kinase BUB1 beta
PAK6,104829830,serine/threonine-protein kinase PAK 6 isoform X1
PLCB2,104829833,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2 isoform X1"
DISP2,104829834,protein dispatched homolog 2
KNSTRN,104829835,small kinetochore-associated protein
IVD,104829884,"isovaleryl-CoA dehydrogenase, mitochondrial"
BAHD1,104829836,bromo adjacent homology domain-containing 1 protein
CHST14,104829885,carbohydrate sulfotransferase 14
LOC104829886,104829886,prolactin-releasing peptide receptor-like
LOC104829837,104829837,uncharacterized protein C15orf57 homolog isoform X1
LOC104829838,104829838,protein-L-isoaspartate(D-aspartate) O-methyltransferase-like isoform X1
RPUSD2,104829839,RNA pseudouridylate synthase domain-containing protein 2
TRNAS-GCU,104798252,tRNA-Ser
CASC5,104829840,protein CASC5
RAD51,104829841,DNA repair protein RAD51 homolog 1
LOC104829887,104829887,cytochrome P450 1B1 pseudogene
RMDN3,104829842,regulator of microtubule dynamics protein 3 isoform X1
GCHFR,104829888,GTP cyclohydrolase 1 feedback regulatory protein
DNAJC17,104829843,dnaJ homolog subfamily C member 17 isoform X1
RASGEF1B,104829890,ras-GEF domain-containing family member 1B isoform X1
PRKG2,104829891,cGMP-dependent protein kinase 2 isoform X1
LOC104829892,104829892,heterogeneous nuclear ribonucleoprotein D-like isoform X1
ENOPH1,104829896,enolase-phosphatase E1
LOC104829895,104829895,uncharacterized LOC104829895
TMEM150C,104829894,transmembrane protein 150C isoform X1
SCD5,104829905,stearoyl-CoA desaturase 5
SEC31A,104829897,protein transport protein Sec31A isoform X1
THAP9,104829906,DNA transposase THAP9
LIN54,104829900,protein lin-54 homolog isoform X1
COPS4,104829898,COP9 signalosome complex subunit 4 isoform X1
ARHGAP24,104829901,rho GTPase-activating protein 24 isoform X1
MAPK10,104829902,mitogen-activated protein kinase 10 isoform X1
PTPN13,104829907,tyrosine-protein phosphatase non-receptor type 13
AFF1,104829903,AF4/FMR2 family member 1 isoform X1
KLHL8,104829904,kelch-like protein 8
SALL3,104829908,sal-like protein 3
KIAA0319,104829909,dyslexia-associated protein KIAA0319 homolog isoform X1
ALDH5A1,104829913,"succinate-semialdehyde dehydrogenase, mitochondrial"
GPLD1,104829910,phosphatidylinositol-glycan-specific phospholipase D
MRS2,104829914,"magnesium transporter MRS2 homolog, mitochondrial"
DCDC2,104829911,doublecortin domain-containing protein 2
NRSN1,104829912,neurensin-1
LOC104829915,104829915,interferon epsilon-like
PTPLAD2,104829917,very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 4 isoform X1
FOCAD,104829916,focadhesin isoform X1
MLLT3,104829918,protein AF-9
SLC24A2,104829919,sodium/potassium/calcium exchanger 2 isoform X1
ACER2,104829920,alkaline ceramidase 2 isoform X1
RPS6,104829924,40S ribosomal protein S6
DENND4C,104829921,DENN domain-containing protein 4C isoform X1
PLIN2,104829922,perilipin-2 isoform X1
HAUS6,104829923,HAUS augmin-like complex subunit 6
FAM154A,104829926,protein FAM154A
ADAMTSL1,104829927,ADAMTS-like protein 1
LOC104829928,104829928,UPF0462 protein C4orf33 homolog
SCLT1,104829929,sodium channel and clathrin linker 1 isoform X1
JADE1,104829930,protein Jade-1 isoform X1
LARP1B,104829936,la-related protein 1B
LOC104829932,104829932,uncharacterized protein C4orf29 homolog isoform X1
MFSD8,104829933,major facilitator superfamily domain-containing protein 8 isoform X1
PLK4,104829937,serine/threonine-protein kinase PLK4
HSPA4L,104829934,heat shock 70 kDa protein 4L isoform X1
SLC25A31,104829938,LOW QUALITY PROTEIN: ADP/ATP translocase 4
INTU,104829935,protein inturned
ERGIC3,104829972,LOW QUALITY PROTEIN: endoplasmic reticulum-Golgi intermediate compartment protein 3
LOC104829940,104829940,"CMP-N-acetylneuraminate-beta-galactosamide-alpha-2,3-sialyltransferase 2-like"
LOC104829939,104829939,"LOW QUALITY PROTEIN: arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1-like"
LOC104829944,104829944,fer-1-like protein 4
CPNE1,104829943,LOW QUALITY PROTEIN: copine-1
RBM12,104829942,RNA-binding protein 12
NFS1,104829941,"cysteine desulfurase, mitochondrial"
ROMO1,104829945,reactive oxygen species modulator 1
RBM39,104829946,RNA-binding protein 39 isoform X1
TRNAE-UUC,104798240,tRNA-Glu
LOC104829948,104829948,rho GTPase-activating protein 39-like
PHF20,104829949,PHD finger protein 20
SLA2,104829950,src-like-adapter 2
NDRG3,104829952,protein NDRG3 isoform X1
RALGAPB,104829953,ral GTPase-activating protein subunit beta isoform X1
CHD6,104829955,chromodomain-helicase-DNA-binding protein 6 isoform X1
RBL1,104829956,retinoblastoma-like protein 1 isoform X1
SAMHD1,104829957,deoxynucleoside triphosphate triphosphohydrolase SAMHD1 isoform X1
TLDC2,104829973,TLD domain-containing protein 2
PIGU,104829958,phosphatidylinositol glycan anchor biosynthesis class U protein
TP53INP2,104829959,tumor protein p53-inducible nuclear protein 2 isoform X1
NCOA6,104829960,nuclear receptor coactivator 6 isoform X1
GGT7,104829961,gamma-glutamyltransferase 7
LOC104829962,104829962,uncharacterized protein C20orf24 homolog
MYL9,104829963,myosin regulatory light polypeptide 9
TGIF2,104829965,homeobox protein TGIF2
DLGAP4,104829966,disks large-associated protein 4 isoform X1
AAR2,104829967,protein AAR2 homolog
EPB41L1,104829974,band 4.1-like protein 1
SRSF6,104829968,serine/arginine-rich splicing factor 6
L3MBTL1,104829970,lethal(3)malignant brain tumor-like protein 1 isoform X1
LOC104829969,104829969,uncharacterized LOC104829969
LOC104829971,104829971,osteoclast-associated immunoglobulin-like receptor
LOC104830000,104830000,LOW QUALITY PROTEIN: ficolin-2-like
LOC104830001,104830001,dual specificity testis-specific protein kinase 2-like
DPP7,104830002,dipeptidyl peptidase 2
MAN1B1,104829975,"endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase isoform X1"
UAP1L1,104829976,UDP-N-acetylhexosamine pyrophosphorylase-like protein 1
SAPCD2,104830003,suppressor APC domain-containing protein 2
ENTPD2,104829977,ectonucleoside triphosphate diphosphohydrolase 2
TMEM141,104830004,transmembrane protein 141
LOC104829978,104829978,uncharacterized protein C9orf142 homolog
CLIC3,104829979,chloride intracellular channel protein 3
ABCA2,104829980,ATP-binding cassette sub-family A member 2
FUT7,104829981,"alpha-(1,3)-fucosyltransferase 7"
LOC104830006,104830006,"POU domain, class 3, transcription factor 3-like"
NPDC1,104830007,neural proliferation differentiation and control protein 1
LOC104830008,104830008,olfactory receptor 10A7-like
LCNL1,104829983,lipocalin-like 1 protein
LOC104830009,104830009,lipocalin-15-like
LOC104829984,104829984,lipocalin-like
C8G,104830010,complement component C8 gamma chain
FBXW5,104829985,F-box/WD repeat-containing protein 5
TRAF2,104829986,TNF receptor-associated factor 2
EDF1,104829987,endothelial differentiation-related factor 1
MAMDC4,104830011,LOW QUALITY PROTEIN: apical endosomal glycoprotein
PHPT1,104830012,14 kDa phosphohistidine phosphatase
LOC104830013,104830013,uncharacterized protein C9orf172 homolog
RABL6,104829988,rab-like protein 6 isoform X1
AMBP,104829989,protein AMBP
EXD3,104830014,exonuclease mut-7 homolog
NOXA1,104829990,NADPH oxidase activator 1
ENTPD8,104829991,ectonucleoside triphosphate diphosphohydrolase 8
LOC104830015,104830015,ectonucleoside triphosphate diphosphohydrolase 8-like
LOC104830017,104830017,ectonucleoside triphosphate diphosphohydrolase 8-like
TMEM203,104829992,transmembrane protein 203
NDOR1,104829993,NADPH-dependent diflavin oxidoreductase 1 isoform X1
RNF208,104829996,RING finger protein 208
CYSRT1,104829997,cysteine-rich tail protein 1
RNF224,104830018,RING finger protein 224
LRRC26,104830019,LOW QUALITY PROTEIN: leucine-rich repeat-containing protein 26
GRIN1,104829998,"glutamate receptor ionotropic, NMDA 1 isoform X1"
LOC104830020,104830020,cholesterol desaturase daf-36-like
ZNF618,104829999,zinc finger protein 618 isoform X1
LOC104830191,104830191,deleted in malignant brain tumors 1 protein-like
HTRA1,104830192,serine protease HTRA1
PLEKHA1,104830021,pleckstrin homology domain-containing family A member 1
LOC104830022,104830022,CD59 glycoprotein-like
TACC2,104830023,transforming acidic coiled-coil-containing protein 2
NSMCE4A,104830026,non-structural maintenance of chromosomes element 4 homolog A
ATE1,104830024,arginyl-tRNA--protein transferase 1 isoform X1
FGFR2,104830027,LOW QUALITY PROTEIN: fibroblast growth factor receptor 2
WDR11,104830028,WD repeat-containing protein 11 isoform X1
PPAPDC1A,104830193,phosphatidate phosphatase PPAPDC1A
SEC23IP,104830029,SEC23-interacting protein isoform X1
MCMBP,104830030,mini-chromosome maintenance complex-binding protein
INPP5F,104830031,phosphatidylinositide phosphatase SAC2 isoform X1
BAG3,104830194,BAG family molecular chaperone regulator 3
TIAL1,104830032,nucleolysin TIAR isoform X1
RGS10,104830033,regulator of G-protein signaling 10
GRK5,104830034,G protein-coupled receptor kinase 5
PRDX3,104830196,"thioredoxin-dependent peroxide reductase, mitochondrial"
SFXN4,104830035,sideroflexin-4 isoform X1
FAM45A,104830197,protein FAM45A
EIF3A,104830036,eukaryotic translation initiation factor 3 subunit A isoform X1
NANOS1,104830198,nanos homolog 1
CACUL1,104830199,CDK2-associated and cullin domain-containing protein 1
PRLHR,104830037,prolactin-releasing peptide receptor
FAM204A,104830038,protein FAM204A isoform X1
RAB11FIP2,104830039,rab11 family-interacting protein 2
EMX2,104830040,homeobox protein EMX2 isoform X1
PDZD8,104830200,PDZ domain-containing protein 8
SLC18A2,104830042,synaptic vesicular amine transporter isoform X1
KCNK18,104830043,potassium channel subfamily K member 18
VAX1,104830201,ventral anterior homeobox 1
KIAA1598,104830044,shootin-1
ENO4,104830202,enolase-like protein ENO4
HSPA12A,104830045,heat shock 70 kDa protein 12A
LOC104830046,104830046,inactive pancreatic lipase-related protein 1-like
LOC104830203,104830203,pancreatic lipase-related protein 2-like
LOC104830204,104830204,uncharacterized protein LOC104830204
CCDC172,104830047,coiled-coil domain-containing protein 172
GFRA1,104830048,GDNF family receptor alpha-1
ATRNL1,104830049,attractin-like protein 1
TRUB1,104830050,probable tRNA pseudouridine synthase 1
FAM160B1,104830051,protein FAM160B1 isoform X1
LOC104830052,104830052,uncharacterized LOC104830052
